date,close,index
2013-09-30,30.934104919433594,EEM (Emerging Markets)
2013-10-01,31.548843383789062,EEM (Emerging Markets)
2013-10-02,31.670270919799805,EEM (Emerging Markets)
2013-10-03,31.548843383789062,EEM (Emerging Markets)
2013-10-04,31.958656311035156,EEM (Emerging Markets)
2013-10-07,31.685447692871094,EEM (Emerging Markets)
2013-10-08,31.381872177124023,EEM (Emerging Markets)
2013-10-09,31.617155075073242,EEM (Emerging Markets)
2013-10-10,32.360897064208984,EEM (Emerging Markets)
2013-10-11,32.505104064941406,EEM (Emerging Markets)
2013-10-14,32.6948356628418,EEM (Emerging Markets)
2013-10-15,32.376068115234375,EEM (Emerging Markets)
2013-10-16,32.634117126464844,EEM (Emerging Markets)
2013-10-17,32.83902359008789,EEM (Emerging Markets)
2013-10-18,32.86939239501953,EEM (Emerging Markets)
2013-10-21,32.81626510620117,EEM (Emerging Markets)
2013-10-22,33.135005950927734,EEM (Emerging Markets)
2013-10-23,32.360897064208984,EEM (Emerging Markets)
2013-10-24,32.292598724365234,EEM (Emerging Markets)
2013-10-25,32.44438552856445,EEM (Emerging Markets)
2013-10-28,32.634117126464844,EEM (Emerging Markets)
2013-10-29,32.74037170410156,EEM (Emerging Markets)
2013-10-30,32.558223724365234,EEM (Emerging Markets)
2013-10-31,32.224300384521484,EEM (Emerging Markets)
2013-11-01,32.23946762084961,EEM (Emerging Markets)
2013-11-04,32.43679428100586,EEM (Emerging Markets)
2013-11-05,31.78411865234375,EEM (Emerging Markets)
2013-11-06,31.882787704467773,EEM (Emerging Markets)
2013-11-07,31.305978775024414,EEM (Emerging Markets)
2013-11-08,31.237680435180664,EEM (Emerging Markets)
2013-11-11,31.078306198120117,EEM (Emerging Markets)
2013-11-12,30.91133689880371,EEM (Emerging Markets)
2013-11-13,30.964468002319336,EEM (Emerging Markets)
2013-11-14,31.465364456176758,EEM (Emerging Markets)
2013-11-15,32.06491470336914,EEM (Emerging Markets)
2013-11-18,32.35332107543945,EEM (Emerging Markets)
2013-11-19,32.15599060058594,EEM (Emerging Markets)
2013-11-20,31.715810775756836,EEM (Emerging Markets)
2013-11-21,31.685447692871094,EEM (Emerging Markets)
2013-11-22,31.91313362121582,EEM (Emerging Markets)
2013-11-25,31.503307342529297,EEM (Emerging Markets)
2013-11-26,31.60955810546875,EEM (Emerging Markets)
2013-11-27,31.814470291137695,EEM (Emerging Markets)
2013-11-29,32.14080810546875,EEM (Emerging Markets)
2013-12-02,31.465364456176758,EEM (Emerging Markets)
2013-12-03,31.359102249145508,EEM (Emerging Markets)
2013-12-04,31.321165084838867,EEM (Emerging Markets)
2013-12-05,31.139019012451172,EEM (Emerging Markets)
2013-12-06,31.829648971557617,EEM (Emerging Markets)
2013-12-09,31.875179290771484,EEM (Emerging Markets)
2013-12-10,31.890365600585938,EEM (Emerging Markets)
2013-12-11,31.18454933166504,EEM (Emerging Markets)
2013-12-12,31.002412796020508,EEM (Emerging Markets)
2013-12-13,31.078306198120117,EEM (Emerging Markets)
2013-12-16,31.28322410583496,EEM (Emerging Markets)
2013-12-17,31.01000213623047,EEM (Emerging Markets)
2013-12-18,31.627233505249023,EEM (Emerging Markets)
2013-12-19,31.045225143432617,EEM (Emerging Markets)
2013-12-20,30.99927520751953,EEM (Emerging Markets)
2013-12-23,31.22901725769043,EEM (Emerging Markets)
2013-12-24,31.412809371948242,EEM (Emerging Markets)
2013-12-26,31.144777297973633,EEM (Emerging Markets)
2013-12-27,31.627233505249023,EEM (Emerging Markets)
2013-12-30,31.765064239501953,EEM (Emerging Markets)
2013-12-31,32.0101203918457,EEM (Emerging Markets)
2014-01-02,30.77719497680664,EEM (Emerging Markets)
2014-01-03,30.723596572875977,EEM (Emerging Markets)
2014-01-06,30.432592391967773,EEM (Emerging Markets)
2014-01-07,30.56277847290039,EEM (Emerging Markets)
2014-01-08,30.463228225708008,EEM (Emerging Markets)
2014-01-09,30.302406311035156,EEM (Emerging Markets)
2014-01-10,30.838470458984375,EEM (Emerging Markets)
2014-01-13,30.470884323120117,EEM (Emerging Markets)
2014-01-14,30.8001651763916,EEM (Emerging Markets)
2014-01-15,30.792510986328125,EEM (Emerging Markets)
2014-01-16,30.62404441833496,EEM (Emerging Markets)
2014-01-17,30.470884323120117,EEM (Emerging Markets)
2014-01-21,30.424943923950195,EEM (Emerging Markets)
2014-01-22,30.830806732177734,EEM (Emerging Markets)
2014-01-23,30.072677612304688,EEM (Emerging Markets)
2014-01-24,29.283906936645508,EEM (Emerging Markets)
2014-01-27,29.169031143188477,EEM (Emerging Markets)
2014-01-28,29.352825164794922,EEM (Emerging Markets)
2014-01-29,28.931640625,EEM (Emerging Markets)
2014-01-30,29.199665069580078,EEM (Emerging Markets)
2014-01-31,29.245616912841797,EEM (Emerging Markets)
2014-02-03,28.41855812072754,EEM (Emerging Markets)
2014-02-04,28.99290657043457,EEM (Emerging Markets)
2014-02-05,28.885698318481445,EEM (Emerging Markets)
2014-02-06,29.490676879882812,EEM (Emerging Markets)
2014-02-07,29.659141540527344,EEM (Emerging Markets)
2014-02-10,29.32985496520996,EEM (Emerging Markets)
2014-02-11,29.965457916259766,EEM (Emerging Markets)
2014-02-12,29.973115921020508,EEM (Emerging Markets)
2014-02-13,30.00374412536621,EEM (Emerging Markets)
2014-02-14,30.37133026123047,EEM (Emerging Markets)
2014-02-18,30.087993621826172,EEM (Emerging Markets)
2014-02-19,29.881221771240234,EEM (Emerging Markets)
2014-02-20,29.988439559936523,EEM (Emerging Markets)
2014-02-21,30.19520378112793,EEM (Emerging Markets)
2014-02-24,30.19520378112793,EEM (Emerging Markets)
2014-02-25,29.8505916595459,EEM (Emerging Markets)
2014-02-26,29.873567581176758,EEM (Emerging Markets)
2014-02-27,30.440248489379883,EEM (Emerging Markets)
2014-02-28,30.23348617553711,EEM (Emerging Markets)
2014-03-03,29.69742774963379,EEM (Emerging Markets)
2014-03-04,30.202848434448242,EEM (Emerging Markets)
2014-03-05,30.225833892822266,EEM (Emerging Markets)
2014-03-06,30.6546688079834,EEM (Emerging Markets)
2014-03-07,30.26412010192871,EEM (Emerging Markets)
2014-03-10,30.057353973388672,EEM (Emerging Markets)
2014-03-11,29.720407485961914,EEM (Emerging Markets)
2014-03-12,29.78166961669922,EEM (Emerging Markets)
2014-03-13,29.245616912841797,EEM (Emerging Markets)
2014-03-14,29.40642738342285,EEM (Emerging Markets)
2014-03-17,29.766355514526367,EEM (Emerging Markets)
2014-03-18,30.17987632751465,EEM (Emerging Markets)
2014-03-19,29.536617279052734,EEM (Emerging Markets)
2014-03-20,29.66680145263672,EEM (Emerging Markets)
2014-03-21,29.8505916595459,EEM (Emerging Markets)
2014-03-24,30.141586303710938,EEM (Emerging Markets)
2014-03-25,30.48619842529297,EEM (Emerging Markets)
2014-03-26,30.55512046813965,EEM (Emerging Markets)
2014-03-27,30.953332901000977,EEM (Emerging Markets)
2014-03-28,31.198387145996094,EEM (Emerging Markets)
2014-03-31,31.405139923095703,EEM (Emerging Markets)
2014-04-01,31.77273178100586,EEM (Emerging Markets)
2014-04-02,31.8339900970459,EEM (Emerging Markets)
2014-04-03,31.711469650268555,EEM (Emerging Markets)
2014-04-04,31.627233505249023,EEM (Emerging Markets)
2014-04-07,31.765064239501953,EEM (Emerging Markets)
2014-04-08,32.132652282714844,EEM (Emerging Markets)
2014-04-09,32.37771987915039,EEM (Emerging Markets)
2014-04-10,32.03310012817383,EEM (Emerging Markets)
2014-04-11,32.03310012817383,EEM (Emerging Markets)
2014-04-14,31.964181900024414,EEM (Emerging Markets)
2014-04-15,31.48173713684082,EEM (Emerging Markets)
2014-04-16,31.879940032958984,EEM (Emerging Markets)
2014-04-17,32.170955657958984,EEM (Emerging Markets)
2014-04-21,31.971832275390625,EEM (Emerging Markets)
2014-04-22,31.887588500976562,EEM (Emerging Markets)
2014-04-23,31.657861709594727,EEM (Emerging Markets)
2014-04-24,31.68848991394043,EEM (Emerging Markets)
2014-04-25,31.259639739990234,EEM (Emerging Markets)
2014-04-28,31.412809371948242,EEM (Emerging Markets)
2014-04-29,31.711469650268555,EEM (Emerging Markets)
2014-04-30,31.650197982788086,EEM (Emerging Markets)
2014-05-01,31.68848991394043,EEM (Emerging Markets)
2014-05-02,31.864627838134766,EEM (Emerging Markets)
2014-05-05,31.68848991394043,EEM (Emerging Markets)
2014-05-06,31.8339900970459,EEM (Emerging Markets)
2014-05-07,32.00246810913086,EEM (Emerging Markets)
2014-05-08,31.925891876220703,EEM (Emerging Markets)
2014-05-09,31.872282028198242,EEM (Emerging Markets)
2014-05-12,32.40834045410156,EEM (Emerging Markets)
2014-05-13,32.530860900878906,EEM (Emerging Markets)
2014-05-14,32.76060104370117,EEM (Emerging Markets)
2014-05-15,32.454288482666016,EEM (Emerging Markets)
2014-05-16,32.88313293457031,EEM (Emerging Markets)
2014-05-19,32.88313293457031,EEM (Emerging Markets)
2014-05-20,32.61510467529297,EEM (Emerging Markets)
2014-05-21,32.8678092956543,EEM (Emerging Markets)
2014-05-22,33.09755325317383,EEM (Emerging Markets)
2014-05-23,33.036293029785156,EEM (Emerging Markets)
2014-05-27,32.7529411315918,EEM (Emerging Markets)
2014-05-28,32.944393157958984,EEM (Emerging Markets)
2014-05-29,33.036293029785156,EEM (Emerging Markets)
2014-05-30,32.58447265625,EEM (Emerging Markets)
2014-06-02,32.684024810791016,EEM (Emerging Markets)
2014-06-03,32.8678092956543,EEM (Emerging Markets)
2014-06-04,32.684024810791016,EEM (Emerging Markets)
2014-06-05,33.028621673583984,EEM (Emerging Markets)
2014-06-06,33.35792541503906,EEM (Emerging Markets)
2014-06-09,33.48044204711914,EEM (Emerging Markets)
2014-06-10,33.65658950805664,EEM (Emerging Markets)
2014-06-11,33.54171371459961,EEM (Emerging Markets)
2014-06-12,33.380897521972656,EEM (Emerging Markets)
2014-06-13,33.396209716796875,EEM (Emerging Markets)
2014-06-16,33.2430534362793,EEM (Emerging Markets)
2014-06-17,33.25070571899414,EEM (Emerging Markets)
2014-06-18,33.6182975769043,EEM (Emerging Markets)
2014-06-19,33.42683792114258,EEM (Emerging Markets)
2014-06-20,33.35792541503906,EEM (Emerging Markets)
2014-06-23,33.288997650146484,EEM (Emerging Markets)
2014-06-24,33.27368927001953,EEM (Emerging Markets)
2014-06-25,33.34393310546875,EEM (Emerging Markets)
2014-06-26,33.38250732421875,EEM (Emerging Markets)
2014-06-27,33.459693908691406,EEM (Emerging Markets)
2014-06-30,33.3670768737793,EEM (Emerging Markets)
2014-07-01,33.683536529541016,EEM (Emerging Markets)
2014-07-02,33.884220123291016,EEM (Emerging Markets)
2014-07-03,34.08489227294922,EEM (Emerging Markets)
2014-07-07,34.06173324584961,EEM (Emerging Markets)
2014-07-08,33.90736770629883,EEM (Emerging Markets)
2014-07-09,34.100337982177734,EEM (Emerging Markets)
2014-07-10,33.915096282958984,EEM (Emerging Markets)
2014-07-11,33.87649917602539,EEM (Emerging Markets)
2014-07-14,34.138919830322266,EEM (Emerging Markets)
2014-07-15,34.11577224731445,EEM (Emerging Markets)
2014-07-16,34.20067596435547,EEM (Emerging Markets)
2014-07-17,33.560035705566406,EEM (Emerging Markets)
2014-07-18,34.08489227294922,EEM (Emerging Markets)
2014-07-21,34.20067596435547,EEM (Emerging Markets)
2014-07-22,34.51713180541992,EEM (Emerging Markets)
2014-07-23,34.54800033569336,EEM (Emerging Markets)
2014-07-24,34.702388763427734,EEM (Emerging Markets)
2014-07-25,34.56343460083008,EEM (Emerging Markets)
2014-07-28,34.80271530151367,EEM (Emerging Markets)
2014-07-29,34.59431076049805,EEM (Emerging Markets)
2014-07-30,34.42451095581055,EEM (Emerging Markets)
2014-07-31,33.82246780395508,EEM (Emerging Markets)
2014-08-01,34.0077018737793,EEM (Emerging Markets)
2014-08-04,34.32416915893555,EEM (Emerging Markets)
2014-08-05,33.79930877685547,EEM (Emerging Markets)
2014-08-06,33.56776428222656,EEM (Emerging Markets)
2014-08-07,33.43653869628906,EEM (Emerging Markets)
2014-08-08,33.7375602722168,EEM (Emerging Markets)
2014-08-11,34.16980743408203,EEM (Emerging Markets)
2014-08-12,34.208396911621094,EEM (Emerging Markets)
2014-08-13,34.393638610839844,EEM (Emerging Markets)
2014-08-14,34.447669982910156,EEM (Emerging Markets)
2014-08-15,34.355045318603516,EEM (Emerging Markets)
2014-08-18,34.68693161010742,EEM (Emerging Markets)
2014-08-19,34.849037170410156,EEM (Emerging Markets)
2014-08-20,34.779563903808594,EEM (Emerging Markets)
2014-08-21,34.63290786743164,EEM (Emerging Markets)
2014-08-22,34.54027557373047,EEM (Emerging Markets)
2014-08-25,34.79500198364258,EEM (Emerging Markets)
2014-08-26,35.00339889526367,EEM (Emerging Markets)
2014-08-27,35.18092346191406,EEM (Emerging Markets)
2014-08-28,34.833595275878906,EEM (Emerging Markets)
2014-08-29,34.779563903808594,EEM (Emerging Markets)
2014-09-02,34.72553253173828,EEM (Emerging Markets)
2014-09-03,35.18092346191406,EEM (Emerging Markets)
2014-09-04,35.08829879760742,EEM (Emerging Markets)
2014-09-05,35.38932800292969,EEM (Emerging Markets)
2014-09-08,34.9725341796875,EEM (Emerging Markets)
2014-09-09,34.54027557373047,EEM (Emerging Markets)
2014-09-10,34.393638610839844,EEM (Emerging Markets)
2014-09-11,34.16208267211914,EEM (Emerging Markets)
2014-09-12,33.79930877685547,EEM (Emerging Markets)
2014-09-15,33.62950897216797,EEM (Emerging Markets)
2014-09-16,34.069461822509766,EEM (Emerging Markets)
2014-09-17,33.752994537353516,EEM (Emerging Markets)
2014-09-18,33.79930877685547,EEM (Emerging Markets)
2014-09-19,33.544593811035156,EEM (Emerging Markets)
2014-09-22,33.035186767578125,EEM (Emerging Markets)
2014-09-23,32.84992599487305,EEM (Emerging Markets)
2014-09-24,33.320762634277344,EEM (Emerging Markets)
2014-09-25,32.5952262878418,EEM (Emerging Markets)
2014-09-26,32.74188232421875,EEM (Emerging Markets)
2014-09-29,32.07808303833008,EEM (Emerging Markets)
2014-09-30,32.07808303833008,EEM (Emerging Markets)
2014-10-01,31.422006607055664,EEM (Emerging Markets)
2014-10-02,31.59181785583496,EEM (Emerging Markets)
2014-10-03,31.86196517944336,EEM (Emerging Markets)
2014-10-06,32.278770446777344,EEM (Emerging Markets)
2014-10-07,31.99318504333496,EEM (Emerging Markets)
2014-10-08,32.47173309326172,EEM (Emerging Markets)
2014-10-09,31.962312698364258,EEM (Emerging Markets)
2014-10-10,31.267642974853516,EEM (Emerging Markets)
2014-10-13,31.584102630615234,EEM (Emerging Markets)
2014-10-14,31.76934814453125,EEM (Emerging Markets)
2014-10-15,31.367984771728516,EEM (Emerging Markets)
2014-10-16,31.0824031829834,EEM (Emerging Markets)
2014-10-17,31.42974090576172,EEM (Emerging Markets)
2014-10-20,31.52234649658203,EEM (Emerging Markets)
2014-10-21,31.653562545776367,EEM (Emerging Markets)
2014-10-22,31.445161819458008,EEM (Emerging Markets)
2014-10-23,31.437458038330078,EEM (Emerging Markets)
2014-10-24,31.661287307739258,EEM (Emerging Markets)
2014-10-27,31.41429328918457,EEM (Emerging Markets)
2014-10-28,32.047210693359375,EEM (Emerging Markets)
2014-10-29,32.09353256225586,EEM (Emerging Markets)
2014-10-30,32.39454650878906,EEM (Emerging Markets)
2014-10-31,32.53348159790039,EEM (Emerging Markets)
2014-11-03,32.26333236694336,EEM (Emerging Markets)
2014-11-04,32.29420471191406,EEM (Emerging Markets)
2014-11-05,32.00861740112305,EEM (Emerging Markets)
2014-11-06,31.614978790283203,EEM (Emerging Markets)
2014-11-07,31.81566047668457,EEM (Emerging Markets)
2014-11-10,31.90056800842285,EEM (Emerging Markets)
2014-11-11,31.869688034057617,EEM (Emerging Markets)
2014-11-12,31.807937622070312,EEM (Emerging Markets)
2014-11-13,31.72303581237793,EEM (Emerging Markets)
2014-11-14,31.9854679107666,EEM (Emerging Markets)
2014-11-17,31.645854949951172,EEM (Emerging Markets)
2014-11-18,31.81566047668457,EEM (Emerging Markets)
2014-11-19,31.800216674804688,EEM (Emerging Markets)
2014-11-20,31.746192932128906,EEM (Emerging Markets)
2014-11-21,32.757320404052734,EEM (Emerging Markets)
2014-11-24,32.4871711730957,EEM (Emerging Markets)
2014-11-25,32.278770446777344,EEM (Emerging Markets)
2014-11-26,32.687843322753906,EEM (Emerging Markets)
2014-11-28,32.03178024291992,EEM (Emerging Markets)
2014-12-01,31.4837703704834,EEM (Emerging Markets)
2014-12-02,31.476037979125977,EEM (Emerging Markets)
2014-12-03,31.560955047607422,EEM (Emerging Markets)
2014-12-04,31.614978790283203,EEM (Emerging Markets)
2014-12-05,31.55323600769043,EEM (Emerging Markets)
2014-12-08,31.09011459350586,EEM (Emerging Markets)
2014-12-09,30.796823501586914,EEM (Emerging Markets)
2014-12-10,30.34142303466797,EEM (Emerging Markets)
2014-12-11,30.086721420288086,EEM (Emerging Markets)
2014-12-12,29.592721939086914,EEM (Emerging Markets)
2014-12-15,29.1682071685791,EEM (Emerging Markets)
2014-12-16,29.12190055847168,EEM (Emerging Markets)
2014-12-17,29.791324615478516,EEM (Emerging Markets)
2014-12-18,30.198463439941406,EEM (Emerging Markets)
2014-12-19,30.40985679626465,EEM (Emerging Markets)
2014-12-22,30.8326473236084,EEM (Emerging Markets)
2014-12-23,30.5507869720459,EEM (Emerging Markets)
2014-12-24,30.62125587463379,EEM (Emerging Markets)
2014-12-26,30.863969802856445,EEM (Emerging Markets)
2014-12-29,30.676054000854492,EEM (Emerging Markets)
2014-12-30,30.73870277404785,EEM (Emerging Markets)
2014-12-31,30.76218032836914,EEM (Emerging Markets)
2015-01-02,30.355056762695312,EEM (Emerging Markets)
2015-01-05,29.8148136138916,EEM (Emerging Markets)
2015-01-06,29.689542770385742,EEM (Emerging Markets)
2015-01-07,30.33156394958496,EEM (Emerging Markets)
2015-01-08,30.848308563232422,EEM (Emerging Markets)
2015-01-09,30.74652671813965,EEM (Emerging Markets)
2015-01-12,30.49597930908203,EEM (Emerging Markets)
2015-01-13,30.76218032836914,EEM (Emerging Markets)
2015-01-14,30.58994483947754,EEM (Emerging Markets)
2015-01-15,30.660404205322266,EEM (Emerging Markets)
2015-01-16,30.918777465820312,EEM (Emerging Markets)
2015-01-20,30.871801376342773,EEM (Emerging Markets)
2015-01-21,31.552963256835938,EEM (Emerging Markets)
2015-01-22,32.15583419799805,EEM (Emerging Markets)
2015-01-23,31.913122177124023,EEM (Emerging Markets)
2015-01-26,31.928781509399414,EEM (Emerging Markets)
2015-01-27,31.756532669067383,EEM (Emerging Markets)
2015-01-28,31.412031173706055,EEM (Emerging Markets)
2015-01-29,31.412031173706055,EEM (Emerging Markets)
2015-01-30,30.5507869720459,EEM (Emerging Markets)
2015-02-02,31.098861694335938,EEM (Emerging Markets)
2015-02-03,31.686073303222656,EEM (Emerging Markets)
2015-02-04,31.529476165771484,EEM (Emerging Markets)
2015-02-05,31.717388153076172,EEM (Emerging Markets)
2015-02-06,31.177152633666992,EEM (Emerging Markets)
2015-02-09,31.130172729492188,EEM (Emerging Markets)
2015-02-10,31.051876068115234,EEM (Emerging Markets)
2015-02-11,30.824832916259766,EEM (Emerging Markets)
2015-02-12,31.482505798339844,EEM (Emerging Markets)
2015-02-13,31.842660903930664,EEM (Emerging Markets)
2015-02-17,31.772192001342773,EEM (Emerging Markets)
2015-02-18,31.764360427856445,EEM (Emerging Markets)
2015-02-19,31.63126564025879,EEM (Emerging Markets)
2015-02-20,31.842660903930664,EEM (Emerging Markets)
2015-02-23,31.52164077758789,EEM (Emerging Markets)
2015-02-24,31.97576141357422,EEM (Emerging Markets)
2015-02-25,31.913122177124023,EEM (Emerging Markets)
2015-02-26,31.920961380004883,EEM (Emerging Markets)
2015-02-27,31.8974609375,EEM (Emerging Markets)
2015-03-02,31.850488662719727,EEM (Emerging Markets)
2015-03-03,31.607772827148438,EEM (Emerging Markets)
2015-03-04,31.263277053833008,EEM (Emerging Markets)
2015-03-05,31.2163028717041,EEM (Emerging Markets)
2015-03-06,30.73870277404785,EEM (Emerging Markets)
2015-03-09,30.62125587463379,EEM (Emerging Markets)
2015-03-10,29.94009017944336,EEM (Emerging Markets)
2015-03-11,30.16714096069336,EEM (Emerging Markets)
2015-03-12,30.355056762695312,EEM (Emerging Markets)
2015-03-13,29.9870662689209,EEM (Emerging Markets)
2015-03-16,30.34722137451172,EEM (Emerging Markets)
2015-03-17,30.69955062866211,EEM (Emerging Markets)
2015-03-18,31.451173782348633,EEM (Emerging Markets)
2015-03-19,30.918777465820312,EEM (Emerging Markets)
2015-03-20,31.380714416503906,EEM (Emerging Markets)
2015-03-23,31.474679946899414,EEM (Emerging Markets)
2015-03-24,31.599943161010742,EEM (Emerging Markets)
2015-03-25,31.098861694335938,EEM (Emerging Markets)
2015-03-26,30.809160232543945,EEM (Emerging Markets)
2015-03-27,30.895288467407227,EEM (Emerging Markets)
2015-03-30,31.49032974243164,EEM (Emerging Markets)
2015-03-31,31.41986083984375,EEM (Emerging Markets)
2015-04-01,31.811338424682617,EEM (Emerging Markets)
2015-04-02,32.288944244384766,EEM (Emerging Markets)
2015-04-06,32.703914642333984,EEM (Emerging Markets)
2015-04-07,32.53948974609375,EEM (Emerging Markets)
2015-04-08,33.22065734863281,EEM (Emerging Markets)
2015-04-09,33.54949188232422,EEM (Emerging Markets)
2015-04-10,33.57299041748047,EEM (Emerging Markets)
2015-04-13,33.37724304199219,EEM (Emerging Markets)
2015-04-14,33.5260009765625,EEM (Emerging Markets)
2015-04-15,33.760887145996094,EEM (Emerging Markets)
2015-04-16,34.02709197998047,EEM (Emerging Markets)
2015-04-17,33.43205642700195,EEM (Emerging Markets)
2015-04-20,33.400726318359375,EEM (Emerging Markets)
2015-04-21,33.59646224975586,EEM (Emerging Markets)
2015-04-22,33.956634521484375,EEM (Emerging Markets)
2015-04-23,34.207176208496094,EEM (Emerging Markets)
2015-04-24,34.33245086669922,EEM (Emerging Markets)
2015-04-27,34.46556091308594,EEM (Emerging Markets)
2015-04-28,34.520347595214844,EEM (Emerging Markets)
2015-04-29,34.08973693847656,EEM (Emerging Markets)
2015-04-30,33.57299041748047,EEM (Emerging Markets)
2015-05-01,33.776546478271484,EEM (Emerging Markets)
2015-05-04,33.972286224365234,EEM (Emerging Markets)
2015-05-05,33.60429763793945,EEM (Emerging Markets)
2015-05-06,33.1893310546875,EEM (Emerging Markets)
2015-05-07,33.14236831665039,EEM (Emerging Markets)
2015-05-08,33.56515884399414,EEM (Emerging Markets)
2015-05-11,33.244144439697266,EEM (Emerging Markets)
2015-05-12,33.13452911376953,EEM (Emerging Markets)
2015-05-13,33.19717025756836,EEM (Emerging Markets)
2015-05-14,33.5260009765625,EEM (Emerging Markets)
2015-05-15,33.78437805175781,EEM (Emerging Markets)
2015-05-18,33.439884185791016,EEM (Emerging Markets)
2015-05-19,33.494693756103516,EEM (Emerging Markets)
2015-05-20,33.4712028503418,EEM (Emerging Markets)
2015-05-21,33.353763580322266,EEM (Emerging Markets)
2015-05-22,33.46337127685547,EEM (Emerging Markets)
2015-05-26,32.93095397949219,EEM (Emerging Markets)
2015-05-27,32.93878936767578,EEM (Emerging Markets)
2015-05-28,32.50817108154297,EEM (Emerging Markets)
2015-05-29,32.19499588012695,EEM (Emerging Markets)
2015-06-01,32.0697135925293,EEM (Emerging Markets)
2015-06-02,32.19499588012695,EEM (Emerging Markets)
2015-06-03,32.03057098388672,EEM (Emerging Markets)
2015-06-04,31.545143127441406,EEM (Emerging Markets)
2015-06-05,31.404207229614258,EEM (Emerging Markets)
2015-06-08,31.396371841430664,EEM (Emerging Markets)
2015-06-09,31.20846939086914,EEM (Emerging Markets)
2015-06-10,31.662586212158203,EEM (Emerging Markets)
2015-06-11,31.505992889404297,EEM (Emerging Markets)
2015-06-12,31.505992889404297,EEM (Emerging Markets)
2015-06-15,31.15365982055664,EEM (Emerging Markets)
2015-06-16,31.16149139404297,EEM (Emerging Markets)
2015-06-17,31.34939956665039,EEM (Emerging Markets)
2015-06-18,31.639089584350586,EEM (Emerging Markets)
2015-06-19,31.36505126953125,EEM (Emerging Markets)
2015-06-22,31.819177627563477,EEM (Emerging Markets)
2015-06-23,32.132347106933594,EEM (Emerging Markets)
2015-06-24,31.90528678894043,EEM (Emerging Markets)
2015-06-25,31.795658111572266,EEM (Emerging Markets)
2015-06-26,31.495920181274414,EEM (Emerging Markets)
2015-06-29,30.793907165527344,EEM (Emerging Markets)
2015-06-30,31.25140380859375,EEM (Emerging Markets)
2015-07-01,31.22772979736328,EEM (Emerging Markets)
2015-07-02,31.37760353088379,EEM (Emerging Markets)
2015-07-06,30.502059936523438,EEM (Emerging Markets)
2015-07-07,30.04456329345703,EEM (Emerging Markets)
2015-07-08,29.011268615722656,EEM (Emerging Markets)
2015-07-09,29.57130241394043,EEM (Emerging Markets)
2015-07-10,30.320642471313477,EEM (Emerging Markets)
2015-07-13,30.525720596313477,EEM (Emerging Markets)
2015-07-14,30.58094024658203,EEM (Emerging Markets)
2015-07-15,30.2338809967041,EEM (Emerging Markets)
2015-07-16,30.612478256225586,EEM (Emerging Markets)
2015-07-17,30.573041915893555,EEM (Emerging Markets)
2015-07-20,30.375852584838867,EEM (Emerging Markets)
2015-07-21,30.383739471435547,EEM (Emerging Markets)
2015-07-22,29.94991111755371,EEM (Emerging Markets)
2015-07-23,29.658065795898438,EEM (Emerging Markets)
2015-07-24,29.23212432861328,EEM (Emerging Markets)
2015-07-27,28.679983139038086,EEM (Emerging Markets)
2015-07-28,28.971826553344727,EEM (Emerging Markets)
2015-07-29,29.255786895751953,EEM (Emerging Markets)
2015-07-30,28.96394157409668,EEM (Emerging Markets)
2015-07-31,29.279443740844727,EEM (Emerging Markets)
2015-08-03,28.7904109954834,EEM (Emerging Markets)
2015-08-04,28.892948150634766,EEM (Emerging Markets)
2015-08-05,28.90083885192871,EEM (Emerging Markets)
2015-08-06,28.648426055908203,EEM (Emerging Markets)
2015-08-07,28.632658004760742,EEM (Emerging Markets)
2015-08-10,29.113811492919922,EEM (Emerging Markets)
2015-08-11,28.474905014038086,EEM (Emerging Markets)
2015-08-12,28.033187866210938,EEM (Emerging Markets)
2015-08-13,27.985857009887695,EEM (Emerging Markets)
2015-08-14,28.025293350219727,EEM (Emerging Markets)
2015-08-17,27.717674255371094,EEM (Emerging Markets)
2015-08-18,27.417932510375977,EEM (Emerging Markets)
2015-08-19,27.07876205444336,EEM (Emerging Markets)
2015-08-20,26.652822494506836,EEM (Emerging Markets)
2015-08-21,25.832487106323242,EEM (Emerging Markets)
2015-08-24,24.704538345336914,EEM (Emerging Markets)
2015-08-25,25.020048141479492,EEM (Emerging Markets)
2015-08-26,25.848264694213867,EEM (Emerging Markets)
2015-08-27,26.99199676513672,EEM (Emerging Markets)
2015-08-28,26.644927978515625,EEM (Emerging Markets)
2015-08-31,26.692262649536133,EEM (Emerging Markets)
2015-09-01,25.65896224975586,EEM (Emerging Markets)
2015-09-02,26.029687881469727,EEM (Emerging Markets)
2015-09-03,26.132226943969727,EEM (Emerging Markets)
2015-09-04,25.351335525512695,EEM (Emerging Markets)
2015-09-08,26.15589141845703,EEM (Emerging Markets)
2015-09-09,26.021800994873047,EEM (Emerging Markets)
2015-09-10,26.28998565673828,EEM (Emerging Markets)
2015-09-11,26.392526626586914,EEM (Emerging Markets)
2015-09-14,26.35308837890625,EEM (Emerging Markets)
2015-09-15,26.605491638183594,EEM (Emerging Markets)
2015-09-16,27.252290725708008,EEM (Emerging Markets)
2015-09-17,27.189189910888672,EEM (Emerging Markets)
2015-09-18,26.684375762939453,EEM (Emerging Markets)
2015-09-21,26.637046813964844,EEM (Emerging Markets)
2015-09-22,26.140111923217773,EEM (Emerging Markets)
